conceptType,conceptUri,iscoGroup,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,regulatedProfessionNote,scopeNote,definition,inScheme,description,code,naceCode
Occupation,http://data.europa.eu/esco/occupation/1ee8dfca-19b0-4e1a-88ed-68548f80951b,1324,διευθυντής εισαγωγών-εξαγωγών ανθέων και φυτών/διευθύντρια εισαγωγών-εξαγωγών ανθέων και φυτών,"διευθύντρια εισαγωγών-εξαγωγών ανθών και φυτών
διευθυντής εισαγωγών-εξαγωγών ανθών και φυτών",,released,2024-01-26T11:39:20.429Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι διευθυντές εισαγωγών-εξαγωγών ανθέων και φυτών εγκαθιστούν και διατηρούν διαδικασίες για τις διασυνοριακές επιχειρηματικές δραστηριότητες, καθώς και για τον συντονισμό των εσωτερικών και εξωτερικών μερών.",1324.3.2.13,"http://data.europa.eu/ux2/nace2.1/4622,
http://data.europa.eu/ux2/nace2.1/4611"
Occupation,http://data.europa.eu/esco/occupation/1f137f0b-7097-4583-9d1b-b69e57369319,5312,βοηθός εκπαιδευτικού ειδικής εκπαίδευσης,,,released,2024-01-23T13:57:58.765Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι βοηθοί εκπαιδευτικού ειδικής εκπαίδευσης βοηθούν τους εν λόγω εκπαιδευτικούς στην άσκηση των καθηκόντων τους στην τάξη. Καλύπτουν τις σωματικές ανάγκες των μαθητών με διάφορες αναπηρίες και βοηθούν σε εργασίες όπως το μπάνιο, οι μετακινήσεις με το λεωφορείο, το φαγητό και οι αλλαγές αίθουσας. Παρέχουν επίσης εκπαιδευτική υποστήριξη στους μαθητές, τους εκπαιδευτικούς και τους γονείς, και καταρτίζουν προγράμματα μαθημάτων. Οι βοηθοί εκπαιδευτικού ειδικής εκπαίδευσης παρέχουν στους μαθητές στήριξη προσαρμοσμένη στις ιδιαίτερες ανάγκες τους, τους βοηθούν σε δύσκολες εργασίες και παρακολουθούν την πρόοδο των μαθητών και τη συμπεριφορά τους στην τάξη.",5312.4,http://data.europa.eu/ux2/nace2.1/8569
Occupation,http://data.europa.eu/esco/occupation/1f13d8c3-f601-4d3b-adc8-c8d52e0c15d5,3412,μέντορας εθελοντών,"εθελοντής δικτύων
εθελοντής υποστήριξης ομάδας
εθελοντικό άτομο υποστήριξης
εθελοντής αρραβώνων
εθελοντής σύμβουλος",,released,2024-02-22T14:06:47.091Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι μέντορες καθοδηγούν τους εθελοντές κατά τη διαδικασία ένταξης, παρουσιάζοντάς τους την κουλτούρα της χώρας υποδοχής και βοηθώντας τους να ανταποκριθούν στις διοικητικές, τεχνικές και πρακτικές ανάγκες της κοινότητας. Υποστηρίζουν τη διαδικασία μάθησης και προσωπικής ανάπτυξης των εθελοντών που συνδέεται με την εμπειρία εθελοντισμού τους.
	",3412.6,http://data.europa.eu/ux2/nace2.1/8899
Occupation,http://data.europa.eu/esco/occupation/1f1a45a8-8f5c-4b66-a8a1-e02490addc55,9629,υπεύθυνος αποδυτηρίων/υπεύθυνη αποδυτηρίων,"εργαζόμενη σε γυμναστήριο
εργαζόμενη σε αθλητικό κέντρο
υπεύθυνος αποδυτηρίων
υπεύθυνη αποδυτηρίων
εργαζόμενος σε γυμναστήριο
εργαζόμενος σε αθλητικό κέντρο",,released,2024-01-15T11:42:42.898Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι υπεύθυνοι αποδυτηρίων βοηθούν τους πελάτες με τη διαχείριση των προσωπικών ειδών και αντικειμένων τους στα αποδυτήρια, συνήθως σε αθλητικές εγκαταστάσεις ή χώρους εκδηλώσεων. Επίσης, φροντίζουν για τη συνολική καθαριότητα των καθορισμένων χώρων και βοηθούν σε περιπτώσεις απώλειας αντικειμένων.",9629.6,http://data.europa.eu/ux2/nace2.1/811
Occupation,http://data.europa.eu/esco/occupation/1f2b8092-1787-4ef4-9282-cf81ce4b4d76,8343,χειριστής κινητών γερανών/χειρίστρια κινητών γερανών,"χειριστής κινητών γερανών
χειρίστρια κινητών γερανών",,released,2024-01-16T09:46:19.947Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι χειριστές κινητών γερανών εργάζονται με διάφορους τύπους γερανών που μπορούν να μετακινούνται εύκολα στον δρόμο, σε σιδηροδρομικές ράγες και στο νερό. Οι κινητοί γερανοί τοποθετούνται συχνά πάνω σε τροχοφόρα φορτηγά αυτοκίνητα.",8343.3,http://data.europa.eu/ux2/nace2.1/4399
Occupation,http://data.europa.eu/esco/occupation/1f305576-f57c-42c7-a139-728c72393cd4,3311,πωλητής μετοχών ενεργειακών εταιρειών/πωλήτρια μετοχών ενεργειακών εταιρειών,"πωλήτρια μετοχών ενεργειακών εταιρειών
πωλητής μετοχών ενεργειακών εταιρειών
έμπορος μετοχών ενεργειακών εταιρειών",,released,2024-01-24T15:44:41.037Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι πωλητές μετοχών ενεργειακών εταιρειών πωλούν ή αγοράζουν μετοχές ενέργειας, ορισμένες φορές από διαφορετικές πηγές. Αναλύουν την αγορά ενέργειας και διερευνούν τις τάσεις των τιμών, προκειμένου να αποφασίζουν πότε να αγοράζουν ή να πωλούν μετοχές ώστε να διασφαλίζουν το μέγιστο κέρδος. Κάνουν υπολογισμούς και συντάσσουν εκθέσεις για τις διαδικασίες αγοραπωλησίας μετοχών ενεργειακών εταιρειών και κάνουν προβλέψεις για την ανάπτυξη της αγοράς.",3311.3.1,"http://data.europa.eu/ux2/nace2.1/6612,
http://data.europa.eu/ux2/nace2.1/354"
Occupation,http://data.europa.eu/esco/occupation/1f31c047-3d72-45fe-83ff-91bd826913c6,9129,καθαριστής αποχετεύσεων/καθαρίστρια αποχετεύσεων,"καθαριστής αποχετεύσεων
καθαρίστρια αποχετεύσεων",,released,2025-06-25T07:45:00.959Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Οι καθαριστές αποχετεύσεων συντηρούν και καθαρίζουν τα δίκτυα και τις σωληνώσεις αποχέτευσης εντός της εκάστοτε κοινότητας. Αφαιρούν τα εμπόδια που παρακωλύουν τη ροή της αποχέτευσης για να εξασφαλιστεί η ομαλή λειτουργία των συστημάτων.,9129.2,http://data.europa.eu/ux2/nace2.1/370
Occupation,http://data.europa.eu/esco/occupation/1f5932eb-b36d-44e1-a063-7aa9e228af51,3412,κοινωνικός λειτουργός στήριξης θετών οικογενειών/κοινωνική λειτουργός στήριξης θετών οικογενειών,,,released,2023-12-21T09:26:34.11Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι κοινωνικοί λειτουργοί στήριξης θετών οικογενειών παρέχουν βοήθεια και στήριξη σε παιδιά που υφίστανται ψυχολογική ή σωματική κακοποίηση, με στόχο τον νόμιμο αποχωρισμό τους από τους γονείς τους. Τα βοηθούν να ανακάμψουν τοποθετώντας τα σε κατάλληλες οικογένειες και διασφαλίζοντας ότι η καλή διαβίωση των παιδιών αποτελεί προτεραιότητα.",3412.4.6,http://data.europa.eu/ux2/nace2.1/8899
Occupation,http://data.europa.eu/esco/occupation/1f665529-96e9-46c1-99f4-9ffbf9ffa036,4312,υπάλληλος οικονομολογιστικού ελέγχου,"υπάλληλος λογιστικού ελέγχου
βοηθός λογιστικού ελέγχου",,released,2024-01-16T14:31:20.871Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι υπάλληλοι οικονομολογιστικού ελέγχου συλλέγουν και εξετάζουν τα χρηματοοικονομικά δεδομένα, όπως οι συναλλαγές απογραφής, για οργανισμούς και εταιρείες, και διασφαλίζουν την ακρίβεια, την ορθή τήρηση και τη συνέπειά τους. Ελέγχουν τους αριθμούς σε βάσεις δεδομένων και έγγραφα, και αξιολογούν, συμβουλεύονται και βοηθούν, αν είναι απαραίτητο, τις πηγές των συναλλαγών, στις οποίες περιλαμβάνονται λογιστές, διοικητικά στελέχη ή άλλοι υπάλληλοι.",4312.1,http://data.europa.eu/ux2/nace2.1/692
Occupation,http://data.europa.eu/esco/occupation/1f8314c2-01bd-4af4-babc-04d7034591b8,3142,τεχνικός γεωργίας,"τεχνικός δενδροκηπευτικής
τεχνικός ιχθυοκαλλιέργειας
τεχνικός αμπελουργίας",,released,2024-01-24T15:34:25.75Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι τεχνικοί γεωργίας συλλέγουν δείγματα καλλιεργειών και υδατοκαλλιεργειών και διεξάγουν σχετικά πειράματα και δοκιμές. Παρέχουν στήριξη σε επιστήμονες και αγρότες, και πραγματοποιούν αναλύσεις και υποβάλλουν εκθέσεις σχετικά με τις συνθήκες που επικρατούν στα περιβάλλοντα των συλλεγόμενων δειγμάτων.",3142.1,"http://data.europa.eu/ux2/nace2.1/712,
http://data.europa.eu/ux2/nace2.1/015,
http://data.europa.eu/ux2/nace2.1/032,
http://data.europa.eu/ux2/nace2.1/7499,
http://data.europa.eu/ux2/nace2.1/0162,
http://data.europa.eu/ux2/nace2.1/0161"
Occupation,http://data.europa.eu/esco/occupation/1f8967ce-9faa-4d56-a656-50e041f7d07e,1321,διευθυντής ποιότητας δερμάτινων ειδών/διευθύντρια ποιότητας δερμάτινων ειδών,"διευθύντρια ποιότητας δερμάτινων ειδών
διευθυντής ποιότητας δερμάτινων ειδών
επόπτης ποιότητας δερμάτινων ειδών
επόπτρια ποιότητας δερμάτινων ειδών",,released,2024-01-26T16:58:26.728Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι διευθυντές της ποιότητας δερμάτινων ειδών διαχειρίζονται και προωθούν τα συστήματα διασφάλισης της ποιότητας που εφαρμόζονται στους οργανισμούς. Εκτελούν καθήκοντα για την επίτευξη προκαθορισμένων απαιτήσεων και στόχων, προωθώντας την εσωτερική και εξωτερική επικοινωνία, ενώ παράλληλα επιδιώκουν τη συνεχή βελτίωση και την ικανοποίηση του πελάτη.",1321.2.2.2,http://data.europa.eu/ux2/nace2.1/15
Occupation,http://data.europa.eu/esco/occupation/1f958638-066f-470c-9549-a9070ba280a6,2149,μηχανικός σχεδίασης εξαρτημάτων,,,released,2024-01-23T11:02:15.55Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι μηχανικοί σχεδίασης εξαρτημάτων σχεδιάζουν και προβλέπουν την ανάπτυξη διάφορων μικρών μηχανικών μερών που συνθέτουν ένα μεγαλύτερο έργο, ένα μηχάνημα ή μια διαδικασία. Διασφαλίζουν ότι τα μέρη δεν είναι ασύμβατα από μηχανικής άποψης.",2149.2.2,http://data.europa.eu/ux2/nace2.1/7112
Occupation,http://data.europa.eu/esco/occupation/1f97f6e6-0ac7-4e77-88ab-2e3801c5a223,2144,"μηχανικός θέρμανσης, ψύξης, εξαερισμού και κλιματισμού","μηχανικός θέρμανσης
μηχανικός ψύξης
μηχανικός εξαερισμού
μηχανικός εγκαταστάσεων θέρμανσης, ψύξης, εξαερισμού και κλιματισμού
μηχανικός κλιματισμού",,released,2024-01-23T10:59:33.225Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι μηχανικοί θέρμανσης, εξαερισμού και κλιματισμού σχεδιάζουν και αναπτύσσουν συστήματα θέρμανσης, εξαερισμού, κλιματισμού και ενδεχομένως ψύξης για χρήση σε κατοικίες, μονάδες παραγωγής, γραφεία, εμπορικά κτίρια κ.λπ. Επιδιώκουν λύσεις για την εξυπηρέτηση των αναγκών των πελατών και για την αντιμετώπιση των αρχιτεκτονικών περιορισμών των χώρων.",2144.1.8,"http://data.europa.eu/ux2/nace2.1/7112,
http://data.europa.eu/ux2/nace2.1/4322,
http://data.europa.eu/ux2/nace2.1/353,
http://data.europa.eu/ux2/nace2.1/2825"
Occupation,http://data.europa.eu/esco/occupation/1fb92021-9576-4c85-8759-f6918e9f0ad4,1112,διπλωμάτης,διπλωματικός αντιπρόσωπος,,released,2024-01-25T12:11:59.017Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι διπλωμάτες εκπροσωπούν την πατρίδα τους και την κυβέρνησή τους σε διεθνείς οργανισμούς. Διαπραγματεύονται με τους αξιωματούχους των οργανισμών για την εξασφάλιση της προστασίας των συμφερόντων της πατρίδας τους, καθώς και για τη διευκόλυνση της γόνιμης και φιλικής επικοινωνίας μεταξύ της χώρας τους και του διεθνούς οργανισμού.",1112.3,http://data.europa.eu/ux2/nace2.1/8421
Occupation,http://data.europa.eu/esco/occupation/1fc60ca6-c3ea-4aeb-bf3b-350c0c5e7f93,6112,χειριστής αμπελουργικών μηχανημάτων/χειρίστρια αμπελουργικών μηχανημάτων,"χειριστής αγροτικών μηχανημάτων/χειρίστρα αγροτικών μηχανημάτων
εργάτης αμπελώνα/εργάτρια αμπελώνα
χειριστής αγροτικών μηχανημάτων
εργάτρια αμπελώνα
χειριστής μηχανημάτων αμπελώνα
καλλιεργητής σταφυλιών
εργάτης αμπελώνα
χειρίστρια μηχανημάτων αμπελώνα
καλλιεργήτρια σταφυλιών
χειρίστρια αγροτικών μηχανημάτων",,released,2024-01-23T12:32:03.332Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι χειριστές αμπελουργικών μηχανημάτων εκτελούν πρακτικές δραστηριότητες σχετικές με την καλλιέργεια αμπελώνων, την αναπαραγωγή ποικιλιών και την παραγωγή οίνου, με ειδικά μηχανήματα ή εξοπλισμό.",6112.5,http://data.europa.eu/ux2/nace2.1/0121
Occupation,http://data.europa.eu/esco/occupation/1fce1be0-bf52-449b-9a2b-3f2cc710290a,2423,αναλυτής αποζημιώσεων/αναλύτρια αποζημιώσεων,"αναλυτής αποζημιώσεων και παροχών
αναλυτής παροχών και αποζημιώσεων
αναλύτρια αποζημιώσεων
αναλυτής αποζημιώσεων",,released,2023-11-22T11:16:34.798Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Οι αναλυτές/αναλύτριες αποζημιώσεων αναγνωρίζουν και ανταμείβουν συνεισφορές και συμπεριφορές που υποστηρίζουν τους επιχειρηματικούς στόχους και τις εταιρικές αξίες της επιχείρησης.,2423.7,http://data.europa.eu/ux2/nace2.1/702
Occupation,http://data.europa.eu/esco/occupation/1ff5cf0d-e81f-4287-ba00-096816b16777,3152,πλοηγός θαλάσσης,"πλοηγός
πιλότος πλοίων",,released,2024-01-24T15:35:36.563Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι πλοηγοί θαλάσσης είναι ναυτικοί που καθοδηγούν τα πλοία μέσω επικίνδυνων ή συμφορημένων υδάτων, όπως σε λιμάνια ή εκβολές ποταμών. Είναι ειδικοί στον χειρισμό πλοίων και διαθέτουν λεπτομερή γνώση των τοπικών πλωτών οδών.",3152.3,http://data.europa.eu/ux2/nace2.1/50
Occupation,http://data.europa.eu/esco/occupation/1ff61522-8947-4c95-b589-cb0e0539a62b,2149,μηχανικός ενεργειακών συστημάτων,μηχανικός ενεργειακής τεχνολογίας,,released,2024-01-23T11:02:58.188Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι μηχανικοί ενεργειακών συστημάτων εποπτεύουν τις διαδικασίες μετατροπής και διανομής της ενέργειας. Αναλύουν την παροχή ενέργειας και την αποτελεσματικότητα της κατανάλωσης, αναπτύσσοντας νέους τρόπους βελτίωσης των υφιστάμενων διαδικασιών και λαμβάνοντας υπόψη τόσο τις τεχνικές όσο και τις οικονομικές πτυχές. Επίσης, μελετούν τις περιβαλλοντικές επιπτώσεις της κατανάλωσης ενέργειας και συνδυάζουν την παραγωγή ενέργειας από ανανεώσιμες πηγές με τα υφιστάμενα συστήματα παραγωγής ενέργειας.",2149.9.2,"http://data.europa.eu/ux2/nace2.1/7112,
http://data.europa.eu/ux2/nace2.1/D"
Occupation,http://data.europa.eu/esco/occupation/2026adb2-62d7-4b92-9ccb-105abdebe37d,2151,ηλεκτρολόγος μηχανικός με ειδίκευση στην ηλεκτρομαγνητική τεχνολογία,,,released,2024-01-23T11:05:45.493Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613,
http://data.europa.eu/esco/concept-scheme/occupations","Οι ηλεκτρολόγοι μηχανικοί με ειδίκευση στην ηλεκτρομαγνητική τεχνολογία σχεδιάζουν και αναπτύσσουν ηλεκτρομαγνητικά συστήματα, συσκευές και κατασκευαστικά στοιχεία, όπως ηλεκτρομαγνήτες σε μεγάφωνα, ηλεκτρομαγνητικές κλειδαριές, αγώγιμους μαγνήτες μαγνητικής τομογραφίας και μαγνήτες ηλεκτροκινητήρων.",2151.1.2,"http://data.europa.eu/ux2/nace2.1/7112,
http://data.europa.eu/ux2/nace2.1/279,
http://data.europa.eu/ux2/nace2.1/2931"
Occupation,http://data.europa.eu/esco/occupation/202e1870-77d7-4efa-bf2c-7a032af30b7e,3122,επόπτης συναρμολόγησης πλοίων/επόπτρια συναρμολόγησης πλοίων,"επόπτρια συναρμολόγησης πλοίων
υπεύθυνη συναρμολόγησης πλοίων
υπεύθυνος συναρμολόγησης πλοίων
επόπτης συναρμολόγησης πλοίων",,released,2024-01-16T15:09:53.372Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι επόπτες συναρμολόγησης πλοίων συντονίζουν τους εργαζόμενους που ασχολούνται με τη ναυπήγηση μικρών και μεγάλων πλοίων και προγραμματίζουν τις δραστηριότητές τους. Εκπονούν εκθέσεις παραγωγής και προτείνουν μέτρα για τη μείωση του κόστους και τη βελτίωση της παραγωγικότητας. Οι επόπτες συναρμολόγησης πλοίων εκπαιδεύουν τους εργαζόμενους όσον αφορά τις πολιτικές της εταιρείας, τα καθήκοντά τους και τα μέτρα ασφαλείας. Ελέγχουν τη συμμόρφωση με τις εφαρμοζόμενες διαδικασίες εργασίας και μηχανικής. Οι επόπτες συναρμολόγησης πλοίων επιβλέπουν τις προμήθειες και επικοινωνούν με τα άλλα τμήματα, προκειμένου να αποφεύγονται οι περιττές διακοπές της διαδικασίας παραγωγής.",3122.3.7,"http://data.europa.eu/ux2/nace2.1/3013,
http://data.europa.eu/ux2/nace2.1/3011"
Occupation,http://data.europa.eu/esco/occupation/203ea2ee-bbee-4aaf-83d7-2f2225f916e3,2632,αρχαιολόγος,"βιομοριακός αρχαιολόγος
διευθυντής ανασκαφών
οστεοαρχαιολόγος
βιομοριακή αρχαιολόγος
αρχαιομέτρης
αρχαιολόγος θαλάσσιων ερευνών
ανασκαφέας
διευθύντρια ανασκαφών",,released,2024-01-26T12:40:55.791Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613,
http://data.europa.eu/esco/concept-scheme/occupations","Οι αρχαιολόγοι ασχολούνται με την έρευνα και τη μελέτη πολιτισμών και οικισμών του παρελθόντος μέσω της συλλογής και του ελέγχου υλικών υπολειμμάτων. Αναλύουν και εξάγουν συμπεράσματα για ένα ευρύ φάσμα θεμάτων όπως τα συστήματα ιεραρχίας, η γλωσσολογία, ο πολιτισμός και η πολιτική, με βάση τη μελέτη των αντικειμένων, των κατασκευών, των απολιθωμάτων, των κειμηλίων και των τεχνημάτων που έχουν αφήσει πίσω τους αυτοί οι λαοί. Οι αρχαιολόγοι χρησιμοποιούν διάφορες διεπιστημονικές μεθόδους, όπως στρωματογραφία, τυπολογία, τρισδιάστατη ανάλυση, μαθηματικά και προσομοίωση.",2632.2,"http://data.europa.eu/ux2/nace2.1/722,
http://data.europa.eu/ux2/nace2.1/7499"
Occupation,http://data.europa.eu/esco/occupation/2049d7ef-9ebe-41ae-b8b5-e97b77ee58a2,3339,υπάλληλος μετεγκατάστασης,"σύμβουλος σε θέματα μετεγκατάστασης
υπεύθυνη μεταγκατάστασης
υπεύθυνος μετεγκατάστασης",,released,2023-12-21T10:27:10.379Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι υπάλληλοι μετεγκατάστασης βοηθούν τις επιχειρήσεις και τους οργανισμούς στη μετακίνηση των εργαζομένων. Είναι υπεύθυνοι για τη διαχείριση όλων των δραστηριοτήτων μετακόμισης, συμπεριλαμβανομένου του σχεδιασμού των υπηρεσιών μετακόμισης και της παροχής συμβουλών σχετικά με ακίνητα. Φροντίζουν για τη γενική ευημερία των εργαζομένων και των οικογενειών τους.
	",3339.6,http://data.europa.eu/ux2/nace2.1/8299
Occupation,http://data.europa.eu/esco/occupation/204c8b13-f5de-4e39-bd23-86ff8cf89b4d,7541,υποβρύχιος αλιέας/υποβρύχια αλιέας,"δύτρια αλιείας
δύτης αλιείας",,released,2024-01-25T14:49:21.964Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι υποβρύχιοι αλιείς εκτελούν εργασίες εξαγωγής και συλλογής θαλάσσιων πόρων, όπως φύκη, κοράλλια, σωλήνες, αχινοί και σπόγγοι, με ασφαλή, κατάλληλο και υπεύθυνο τρόπο σε βάθος 12 μέτρων, με τη χρήση τεχνικών καταδύσεων άπνοιας, καθώς και εξοπλισμού παροχής οξυγόνου από την επιφάνεια, με ανοικτό κύκλωμα.",7541.2,http://data.europa.eu/ux2/nace2.1/0311
Occupation,http://data.europa.eu/esco/occupation/20786e6d-36f0-4d1e-b033-05101fa71f3c,2359,αξιολογητής προηγούμενης μάθησης/αξιολογήτρια προηγούμενης μάθησης,"εκτιμητής επιχειρηματικών δεξιοτήτων
εκτιμητής δεξιοτήτων
εκτιμήτρια επιχειρηματικών δεξιοτήτων
αξιολογήτρια προηγούμενης μάθησης
εκτιμήτρια δεξιοτήτων",,released,2023-11-07T08:59:31.007Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι αξιολογητές της προηγούμενης μάθησης μετρούν τις υφιστάμενες ικανότητες, δεξιότητες και γνώσεις ενός υποψήφιου βάσει συγκεκριμένου τίτλου ή πιστοποιητικού, σύμφωνα με προκαθορισμένο πρότυπο ή διαδικασία, και κρίνουν αντικειμενικά αν ο υποψήφιος πληροί τα αντίστοιχα κριτήρια επιδόσεων.
	",2359.4,http://data.europa.eu/ux2/nace2.1/8569
Occupation,http://data.europa.eu/esco/occupation/2079755f-d809-49e6-8037-4de6180e54c0,2511,μηχανικός δεδομένων,μηχανικός διαχείρισης δεδομένων,,released,2024-01-17T11:20:14.985Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι μηχανικοί δεδομένων αναπτύσσουν την αρχιτεκτονική που είναι αναγκαία για την επεξεργασία, τη διαχείριση και την αποθήκευση μεγάλων όγκων δεδομένων που θα χρησιμοποιηθούν από τους επιστήμονες δεδομένων για ανάλυση. Σχεδιάζουν την υποδομή και συντηρούν αγωγούς δεδομένων και αποθήκες δεδομένων με σκοπό την αξιοποίηση των δεδομένων για τη δημιουργία στρατηγικού πλεονεκτήματος.",2511.20,"http://data.europa.eu/ux2/nace2.1/621,
http://data.europa.eu/ux2/nace2.1/622"
Occupation,http://data.europa.eu/esco/occupation/207d5c25-46fe-401c-b32f-551684e9a8ea,9216,πεζός συλλέκτης υδρόβιων πόρων/πεζή συλλέκτρια υδρόβιων πόρων,"πεζός συλλέκτης παράλιων υλικών
συλλέκτρια εχινοδέρμων
συλλέκτης φυκιών
συλλέκτης εχινοδέρμων
πεζή συλλέκτρια παράλιων υλικών
συλλέκτης μαλακίων, εχινοδέρμων, φυκιών
συλλέκτρια φυκιών
συλλέκτρια μαλακίων, εχινοδέρμων, φυκιών",,released,2024-01-23T10:52:21.069Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι πεζοί συλλέκτες υδρόβιων πόρων συλλέγουν προνύμφες μαλακίων και φύκια, καθώς και οστρακοειδή ή άλλα υδρόβια ζώα, όπως τα καρκινοειδή και τα εχινόδερμα ή φυτικούς πόρους.",9216.3,http://data.europa.eu/ux2/nace2.1/032
Occupation,http://data.europa.eu/esco/occupation/207d7b18-6540-432e-8aa6-785ed434572f,2421,σύμβουλος επιχειρηματικής πληροφόρησης,"υπεύθυνος επιχειρηματικής ευφυΐας
υπεύθυνη επιχειρηματικής ευφυΐας
αναλυτής επιχειρηματικής πληροφόρησης
σύμβουλος επιχειρηματικής ευφυΐας
διευθύντρια επιχειρηματικής πληροφόρησης
διευθυντής επιχειρηματικής πληροφόρησης
αναλύτρια επιχειρηματικής πληροφόρησης
αναλύτρια επιχειρηματικής ευφυΐας
ειδικός επιχειρηματικής ευφυΐας
αναλυτής επιχειρηματικής ευφυΐας
σύμβουλος έρευνας",business intelligence manager,released,2024-01-25T10:51:40.523Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι σύμβουλοι επιχειρηματικής πληροφόρησης αποκτούν γνώσεις για τον κλάδο, για τις καινοτόμες διαδικασίες του, και τις αντιπαραβάλλουν με τις λειτουργίες της εταιρείας με σκοπό τη βελτίωσή τους. Εστιάζουν την ανάλυσή τους στις διαδικασίες της αλυσίδας εφοδιασμού, τις αποθήκες, την αποθήκευση και τις πωλήσεις, ώστε να διευκολύνεται η επικοινωνία και η βελτίωση των εσόδων.",2421.3,http://data.europa.eu/ux2/nace2.1/702
